username,tweet,label
Abazt_fachr,gak mungkin anda menyimpulkan satu masalah untuk semua banyak dokter memang belum paham vaksin dan vaksinasi secara detail tapi banyak juga paham,0
ttuttuwoo,rasa mcaam mau demam tapi esok vaksin,0
Aznlova,hak rakyat publik adlh mengetahui seluruh informasi diperlukan sblm mengambil keputusan iya atau tidak dlm mengkonsumsi sesuatu tmsk vaksin krn itu demi keadilan krn allah dan hati nurani bila kalian masih manusia berikan informasi utuh mengenai terima kasih,0
ceyefun,fahmi itu mah elu habis vaksin,0
fizzza1,kalau cerita pengalaman kena covid kemaen hashtag covid real memang lah vitus covid wujud pastu kalau cerita kesan buruk vaksin yang dah berlaku pada insan terpilih bukan takat tak caya siap maki lagi paling dahsyat akui kesan buruk vaksin tak masuk data,0
gguukieci,ayahku nanya knp ngga jadi vaksin trus jawab nanti aja jumat pas udah pts padahal nyaliku lagi ciut dnger orang bilang vaksin lbih sakit,0
peachygoldqn,besok vaksin,0
AfiqShadli,ayo jangan ragu vaksin yuk,0
guyubrahardjo,siregar semoga bisa membantu dan memberikan kemudahan bagi rakyat untuk mendapatkan vaksin semoga bisa bermanfaat dan demokrat dihati rakyat militan dan solid solid dan militan,0
psychaeri,apakah jidan udah vaksin,0
FirmRei,serbuan vaksin maritim pangkalan tni aru percepat herd immunity masyarakat aru,0
msnbha_,tuhan takut sama vaksin hingga kematian yang tuhan tetapkan atas manusia bisa dicegah oleh vaksin,1
anin_dayo,efek vaksin dong,0
unnesmenfess,ness menu vaksin apps unnes buat apaan sih,0
contactap2,halo kak dapat kami informasikan untuk rute penerbangan tsb wajib membawa hasil pcr x jam sebelum keberangkatan dokumen vaksin minimal dosis pertama kedua dan mengunduh aplikasi pedulilindungi tks diki,0
rohastroo,tadi pagi pas vaksin ketemu banyak cogan,0
Harian_Jogja,duh banyak wisatawan tanpa pemeriksaan vaksin lolos masuk diy,0
hakimiazhari_,kepada yang tidak ambil vaksin anda adalah penumpang atas perjuangan orang lain yang mencapai vaksinasi,0
rainyseasonr,min ibu saya belum divaksin tapi tadi siang dapat sms sertifikat vaksin kok bisa ibu saya harus gimana tolong direspon,0
baliexpressnews,karantina wisman bisa tidak dilakukan jika wisman sudah vaksin,0
Humastrobkskota,gerai vaksinasi merdeka polsek bekasi selatan jenis sinovac dan astra zeneca dosis satu dan dosis dua yang ikuti warga jakamulya dan sekitarnya gerai vaksin merdeka ini laksanakan guna mencegah dan menekan penyebaran covid wilayah kota bekasi,0
contactap2,halo kak dapat kami informasikan untuk rute penerbangan tsb wajib membawa hasil pcr x jam sebelum keberangkatan dokumen vaksin minimal dosis pertama kedua dan mengunduh aplikasi pedulilindungi tks diki,0
rizkiifs,mau vaksin,0
coconugt,bukan aku tapi nenekku minta surat keterangan boleh vaksin,0
ohaynaa,malah aku masuk langsung hari besok libur pas vaksin,0
ilyutaaa10,yaallah besok vaksin,0
NdaJoesh,moch kemungkinan besar iya beh kalo dokter mau ngasih surat bebas vaksin buat ummi mgk pake kapal terbang kapal terbaaaaang,0
hopeternaluv,dosis masih bulan nov pdhal harusnya besok bisa dpt dosis penyesalan telat vaksin ayo kalian belum vaksin segera vaksin yaa,0
ddindazi,alhamdulillah tangan udah pegel lagi abis vaksin kemaren,0
Haluan_Group,dokter ini cuma teori aja kalau segampang itu kenapa dokter gak mampu buat vacin sendiri percuma sekolah mahal grinning face with smiling eyes maaf kalau kasar,1
haluanlpg,saya percaya vaksin dapat mencegah kematian akibat covid buktinya ada jamin setelah vaksin kebal covid ada orang mati setelah divaksin banyak apa dikit,1
Iucreciamh,akupun pake aja katanya nanti nyampe tempatku kuliah masih harus booster vaksin lagi pake sputnik,0
stitchorn,malah vaksin menyebabkan kematian,1
qrybbymf,hebat bener bilang vaksin bisa mencegah kematian,1
bucinmangofloat,bukan pas mau deng tapi pas udh sampe kita disuruh vaksin gituu,0
Beranimati7,trafik sila siasat jika dakwaan ini tolong arahkan semua pemilik restoran atau kedai makan periksa sejahtera setiap pelanggan anti vaksin pun masuk kedai beli makanan,1
cyanath,ini vaksin kedua emang lebih sakit atau nya lemah,0
tawaufm,makluman penutupan semua pusat pemberian vaksin ppv daerah tawau mulai pada oktober sumber majlis perb,0
Iucreciamh,makanya dari awal kalo emang ada rencana dalam waktu dekat less than years gitu lebih baik cari astrazeneca moderna pfizer sama satunya itu selain sinovac tapi katanya kalo sinovacnya udah dapet booster sih udah amanaman aja sama kayak kalo vaksin sinovac,0
dblgyu,gak ketat gak fyp ampun shua sumpah anj masyaallah sumpah gak takut maju sini tapi gak kek gini tapi gpp maju sini josh udah vaksin,0
yourpetsfess,pets pawrents bulan akhiran ber ini lagi rawan banget penyakit terutama virus buat anabul masih outdoor atau semi outdoor better rumahin dulu yaa vaksin juga jangan sampe lupa stay healty semuaa,0
bucinmangofloat,iya benar sekali nder karna sinovac belum diakui dunia cmiiw aku pernah baca gitu lupa dimana trs kalo mau jadi kita hrs vaksin,0
aliframadhan__,vaksin itu upaya yang dilakukan manusia untuk mencegah kematian akibat covid syirik,1
cutiemujin,kerusakan dan kematian yang disebabkan oleh vaksin pfizer inggris ini hanya kasus yang tercatat secara resmi jumlah sebenarnya lebih dari kali lebih besar,1
Rycasahiya,ada tau cara gmn sertifikat vaksin ada dipeduli lindungi gak sumph mak gua ribet bgt gua ngrti gmn tlong bgt tau,0
rahmaatys,sama nder aku pas vaksin rasanya pusing ngantuk pas vaksin dosis ngerasain apa,0
edy_siregar_77,perusahaan farmasi swasta ini bekerja sama dengan china memproduksi vaksin corona juta dosis per bulan mulai november mendatang,0
1O3sc,maju udh vaksin,0
AZHARFRS,penderita tanpa vaksin sembuh lalu apa manfaat vaksin untuk the rest memang kurang informasi tentang kipi atau efek samping efek lanjutan vaksin itu betul,1
tkhsna,heh tenan klo baru vaksin sinovac dosis satu bisa ngulang vaksin lagi sihh,0
kibkuro,udh vaksin dong copid udh lengkap kan,0
Mimi25E,ikut salut lebih salut jika gub bisa membebaskan mandatory vaksin dan merevitalisasi bukan kawasan utama coba liat daerah tnah tinggi msh loh hdup atas kali,0
subhanz_,efek samping vaksin dosis berakberak,1
Tamagotjin,eternals tayang bioskop sehari setelah aku vaksin kedua huhu,0
Kiadh_,besok vaksin,0
__natasyahesham,ribuan orang indonesia meninggal dunia setelah divaksin covid,1
jawapos,pintu umrah dibuka tapi terkendala vaksin,0
Jinkeyssst,tuhh kan apa kubilang semua tempat butuh scan pedulilindungi skrg phaaa wkwkw ayo phaa vaksin,0
YaotomeSun,vaksin makanye biar bisa deketan,1
Subiant44018413,didu bpk kembali memberi vaksin membawa ktp agar input ulang,0
MYengkie,izzah anak melayu cina india iban kadazan serani semua anak kami masih ingatkah dengan ucapan retorik ini semua ini bullshit aparteid vaksin kamu butakan mata bisukan suara rakyat ditindas didiskriminasi kamu pula hanya seronok menelan gaji,0
Humastrobkskota,gerai vaksinasi dari jajaran polres metro bekasi masih dilakukan wilayah hukum polsek bekasi utara vaksin dosis dan dilakukan uptd puskesmas perwira muchtar tabrani kav perwira jaya kel perwira kec bekasi utara,0
HICAHYO,ayo cefat jam dong bsk mok vaksin tensi biar tinggi,0
Danishaiikal,anti vaksin otak tak berfungsi,1
JudahLion188,halo beneran itu soal battery trus semua fitur aplikasi itu beneran terintegrasi dengan dinkes dan team vaksin,0
aradhyni,min dari batam jakarta kalo udh vaksin dosis bisa pake antigen,0
ifa2301,lheeee kok tba jadi vaksin,0
ihugbaaji,besok double pusing pagi pts vaksin kedua gue bisa ngerjain sambil antri,0
Lvsha_,pdhal besok gue vaksin jam segini belum tidur,0
IDNTimesSumsel,penerima vaksin dosis pertama palembang baru persen,0
bintarissunan,sertif vaksin belum keluar rabu nanti mau naik krl kalo cuma nunjukin status vaksinasi apk peduli lindungi bisa,0
favecya,panas sial badan lepas vaksin,0
maraisspacee,wah klo itu udah kasi booster kak alias vaksin dosis bisa jadi besok ada dosis,1
captsolv97,vaksin bikin pikun,1
AZHARFRS,awal tahun ane inget pernah baca berita vial wadah kosong bekas vaksin covid pertama bakal dipajang museum smithsonian sejak saat sudah itu timbul firasat bahwa benda itu akan dikultuskan dianggap keramat flawless bahkam klo perlu disembah dan terbukti,0
urxvngnc,k buat jantan terus buat betina tuh atau gitu agak lupa wajib vaksin kok cuma minim pas dibawa kesana kucing tidak sedang flu aja mau kontaknya biar bisa tanya sendiri,0
iamgymie,sudah bulan vaksin tapi sertifikat vaksin belum keluar keluar buat yang senasib welcome indonesia,0
soonericc,takutnya kena efek abis vaksin jdi gabisa ngapain jdi mri kita selesaikan dlu,0
Sartikaikha_,jadi vaksin vaksin undur jdi besok,0
portalkuduscom,libatkan disdukcapil dalam vaksinasi para lansia kabupaten kudus jangan khawatir tidak bisa vaksin,0
seshoyasa,abis vaksin tangannua buat coli bole,0
rubbybean,saya jadi vaksin,0
soonericc,besok harus ngerjain sama orasi karena rabu gue kudu vaksin dosis keduaa,0
Hms44826300,vaksin gratis untuk cegah covid segeralah kita hadiri gerai vaksin polsek batu ceper gratis cepat hubungi saudara saudara kalian temam teman kalian dan kami tunggu kehadirannya lokasi vaksinasi halaman mako polsek batu ceper ayo hidup sehat hidup cerdas,0
frhtlhsnh_,haah aku aku saya anti vaksin berjaya dan suka membaca,0
muhammadalafza1,bukan diskriminasi tapi peraturan ibaratnya kau tak nak ambil lesen tapi nak drive kereta tetap tak dibenarkan dan itu bukan diskriminasi sama mcm kes vaksin tak nak ambil kau kena terima yang pergerakan kau terbatas kerana itu peraturan,0
diIIigaff,kebanyakan disuru scan barcode make app peduli lindungi aja sih nderr gatau yah kira kira ada nyuru nunjukkin bukti vaksin atau nggaa,0
epulnang,udah vaksin tetap pakai masker udah pake masker tetap jaga jarak udah vaksin tetap swab kebohongan vaksin tuk mengurangi populasi manusia vaksin program freemason,1
monitordaycom,mui nyatakan vaksin anhui china suci dan halal ternyata ini isi kandungannya,0
ardidecapriono,biasanya ditempat vaksin coba tanya panitianya mepet biasanya kabarny,0
noctambulismn,terima kasih nini vaksin untuk hidup yang lebih berwarna,0
maraisspacee,vaksin anti mati kecuali kena tabok kak,1
Sash_Tash,vaksin covid ada dua sebarin satu asli dan satu palsu placebo jika anda mendapat asli ada sampai meninggal kalau palsu anda tidak apa,1
mindlipstick,k tdk benci hrs klw putrinya skrg pecah pembuluh darah otaknya krn vaksin itu pertanyakan knp divaksin klw sblmmya tdk divaksin llu bcra dgn hrs dan kmudian disarankan utk vax knp hrs mengizinkan anak hrs psti tanya ayahnya klw hrs mmbuat keputusan pnting,1
luffynante,engga sakit samsek beneran deh cuma pegel aja abis vaksin,0
miadp_,bentuk self love org emg beda untuk orang takut sakit kyk aku bakal jauhin segala jarum suntik kmrn mau vaksin aja takut,0
irmayntf,lenganku bekas suntikan mengcenat cenut bgt abs vaksin susah gerakk sakit kesel sendiri,0
sathanashelvete,akibat kebanyakan vaksin,1
contactap2,halo kak sesuai satgas covid dan kemenhub tahun untuk rute penerbangan tersebut masih wajib melampirkan hasil negatif pcr test dengan masa berlaku x jam walaupun dapat menunjukan kartu vaksin hingga dosis kedua kak tks imam,0
kinetczero,sdh tadi habis vaksin disuruh jaga gerbang,1
Kuadxm,sok sok vaksin mati karna vaksin,1
mohamad_hazlin,semua element udah ikut pemaksaan vaksin ada apa vaksin org mati lumpuh karna vaksin siapa tanggung jawab jgnlah kalian boneka program pemerintah global nwo,1
ravenjungs,belum vaksin kedua,0
siaalaiwah,tergantung perusahaannya dia nerima ank pkl atau ngga kadang ada persyaratannya juga kaya nyerahin sertif vaksin gitu gitu,0
cheezetopia,rabu aku vaksin dosis dua smg kali ini beneran vaksin tolong aku gak bisa diboongin lagi pls mohon doanya,0
HazmiSalleh,vaksin tdk menjamin kena corona bisa diambil cuma kartu karna negara kita negara kartu,1
hahajeje__,suntik vaksin sinovac yang udah,0
zimamawi,bin nyusup mau nawarin vaksin,1
skrmvnla_,ini setelah vaksin juga,0
KediriFess,cah info vaksin dong,0
kithshinwon,pandemi corona terstruktur vaksin adalah bisnis pembuat virus corona,1
xxarebian,kenapa habis vaksin jadi laperan,0
machbeach,rezim antek jajah indonesia dengan hutang china berapa nilai dana vaksin kenapa tidak gunakan vaksin merah putih saat pandemi malah bikin ibukota baru,1
joysism,koe bar vaksin kerja rodi kok nganti meh putus tangane,1
Rwenjyund,gapake kartu vaksin yang benerrrr,0
MYengkie,official kamu bicara soal keadilan dan memahami derita rakyat pentas ceramah politik tapi hari ini rakyat sedar semua itu retorik kamu semua hanya membisu bilamana rakyat didiskriminasi dan diintimidasi hanya kerana tolak vaksin,1
gojosatowru,vaksin menyenangkan,0
ilysmpjss,engga kok bahkan mnurutku alhamdulillah rasany msi sama kaya vaksin pertama ptg mkn dlu sbelum vksin abis vaksin jgn cpe cpe,0
BBCIndonesia,kapan jemaah indonesia bisa mengikuti ibadah umrah apakah harus menggunakan vaksin booster berapa perkiraan biayanya berikut beberapa hal yang perlu anda ketahui,0
AmriCandra2,didu ada ngaruh nya dgn vaksin gak didu,0
cieIz,ini yang nakut nakutin bilang vaksin sakit awas aja gua tandain semua,1
gaonpasoff,seungcheol majuu sinii aku takut aku udah vaksin wleee,0
bekasibase,beks ada info vaksin pertama buat bokap,0
vxbeslush,keknya butuh vaksin dosis,0
ApriliantiYani,makin banyak vaksin indonesia,0
leaalealeale,mau bobo nii besok mau vaksin xixixi,0
_kimtaeyu,reyy iyaa tidur cukup trs sebelum vaksin makan dulu abia vaksin rest,0
SINDOnews,percepat vaksin pemprov jateng dorong vaksinasi berbasis desa,0
WalindaNinda,belum nih kak padahal besok mau vaksin pengen aja dapet mood booster mention kka,0
jjeonjkbts,adanya sertifikat vaksin,0
OfficialGaluhID,jebol vaksin walikota banjar datangi rumah warga banjar,0
bukitbarisan_1,aster kasdam pimpin rapat evaluasi serbuan vaksin dan serahkan hadiah kepada pemenang lomba video kreatif bertempat ruang bina yudha makodam senin bukitbarisan,0
whosarunika,vaksin donggg,0
munfess,aku kan lagi daftar vaksin terus udah masukin kode yang dimau dan itu bener tapi tetep aja gamau gini gimana caranya makasihh,0
sorreldown,vaksin dooongg sabtu aku mau vaksin,0
achxt,bodoh sial cucuk vaksin kamjat,1
angkasapura172,malam sahabat saat ini persyaratan penerbangan rute tersebut dapat menggunakan surat keterangan hasil uji rapid tes antigen negatif maksimal x jam sebelum keberangkatan apabila telah vaksin dosis kedua atau lengkap serta mengisi ehac indonesia aplikasi peduli lindungi,0
vanethas,dapet vaksin jenis apa sampe kuat gini,0
gyeoullgom,sorry moots aku habis vaksin jadi belum sempet besok pagi aku cek notif sahabat,0
MalaysiaGazette,kadar vaksinasi guru pahang cecah peratus,0
ifreyaueo,aku habis vaksin juga bawaannya ngantuk terus nder terus jadi banyak makan pegel pegel tangan kiri agak kemeng dan nyeri cuma dua hari kalo aku setelahnya udah biasa aja,0
theonly_reyy,bsk rey vaksin rencana mau tdr awal ini malah kebangun,0
jatengtodaycom,puan maharani berikan vaksin dan sembako warga lamongan gresik,0
haneulgyu,ceritanya ada lagi mencoba mulai rutin olahraga lagi demi mental baja dan kebahagian haqiqi semalem mulai lari sebentar banget pls dan tadi siang vaksin pertama pula duhlah badan ini,0
akqmie,boleh kita kaji golongan menolak vaksin pakai imagined communities how media bias shape their social psyche,1
bharianmy,jumlah kerugian dianggarkan lebih rm juta,0
jisungnct39,besok gue vaksin kalo gue ada salah salah kata maaf moots,1
schfess,sch aku tadi pulang sekolah ksin deket skolahku dan skarang ngantuk gitu emang gitu apa qku kecapean kalian udah vksin ngrasain apa stelahnya,0
MillenialMarha1,gebyar vaksin pdi perjuangan kab bandung kembali diselenggarakan sumber kevin,0
putauliaf,biasanya surat vaksin ada nomor dokter yang bisa dihubungi gitu nder ini surat bukan sertifikat yang warna biru gitu kop suratnya,0
tereesa_mendoza,kayanya salah vaksin deh,1
CommuterLine,diditt selamat malam kami informasikan saat ini pengguna krl wajib menunjukkan sertifikat vaksin minimal dosis pertama bagi anak anak usia bawah tahun untuk sementara tidak diperkenankan naik krl pengecualian bila adanya surat keterangan rujukan berobat dari rumah sakit tks,0
s4yogi,ayo vaksin lindungi diri keluarga dan negara,0
MDzulNurfaizal,ri ri makanya diangkat pak presiden ketika ikut forum internasional pasti jauh dari investasi sama pariwisata paling banter urusan vaksin sama kemanusiaan urusan bebvis wni mungkin dilempar menlu walaupun pastinya kebijakan menteri harus ada persetujuan presiden dong,1
m1renj,gila vaksin,1
PDI_Perjuangan,juga berpesan kepada satgas covid kecamatan menjalin agar bisa mengawal kegiatan vaksinasi agar berjalan lancar tentu saja pemberian vaksin diharapkan dapat memutus mata rantai corona,0
PDI_Perjuangan,terima kasih kepada ibu bupati kita karolin yang sudah membantu kita menyediakan vaksin total hari ini ada vaksin yang diberikan ucapnya,0
alwysinsc,btw gimana vaksin pertama ada efek nya ngak,0
PDI_Perjuangan,kali ini kegiatan digelar rumah adat dayak dusun sei bandung desa menjalin kecamatan menjalin kabupaten landak bekerja sama dengan pemkab landak disediakan dosis vaksin yang disambut antusiasme masyarakat dari berbagai desa menjalin,0
rylhafeez,kalau nak lagi strict tunjuk sijil vaksin mysejahtera nric but korang tahulah dumbass antivaxx ada loophole dia nak tembus,1
nyanyoearl,biasanya ada kartu vaksin pertama,0
Omniyayo,vglitzs konfirmasi untuk semuanya tadi hari saya naik citilink untuk penerbangan jkt bali dengan tes antigen saja cukup sudah vaksin,0
itadchi,kemungkinan dibatasin tapi utama mah pada vaksin dulu orang ini duh,0
maraisspacee,engga udah vaksin soalnya,0
priyo_han,oke kini waktunya bersuara lebih keras untuk kekebalan alami maha karya tuhan dan upaya lain selain vaksin mau mengandalkan vaksin unfair zhalim,1
